,vm_a_pu,va_a_degree,vm_b_pu,va_b_degree,vm_c_pu,va_c_degree,p_a_mw,q_a_mvar,p_b_mw,q_b_mvar,p_c_mw,q_c_mvar,unbalance_percent
90,1.2863630944885782,-24.040164216486136,0.757034634236831,-135.84385113839568,1.0144701187717187,72.2911736498267,0.0,0.0,0.0,0.0,0.0,0.0,0.20654600978739718
91,1.286367081546064,-24.040059328214955,0.756763016442973,-135.83033308946858,1.0144720194151384,72.29093516953084,0.0,0.0,0.0,0.0,0.0,0.0,0.21729364387896044
92,1.2862786584448316,-24.036958443269604,0.7569425625755225,-135.83648496767393,1.0144059633306137,72.29608478882092,0.0,0.0,0.0,0.0,0.0,0.0,0.2096270812444275
93,1.2863680597726488,-24.040052430718365,0.7567230425149611,-135.82602605554243,1.0144720654130335,72.29087929338145,0.0,0.0,0.000196,0.0003286841051788631,0.0,0.0,0.2193739772840291
94,1.286276792078561,-24.03703113407194,0.7569447709244023,-135.83657025862647,1.014296099133173,72.30370913262901,0.0,0.0,0.0,0.0,0.0,0.0,0.21199367134514505
95,1.2862874753492581,-24.05784492142395,0.7578318180483808,-135.88406567823966,1.014384700606076,72.30660117226077,0.0,0.0,0.0,0.0,5.400000000000001e-05,0.0003286841051788631,0.1940930645430867
96,1.2862761401247242,-24.03703891995714,0.7569451753515024,-135.83661116389263,1.0142854555605871,72.30631735158569,0.0,0.0,0.0,0.0,4.9999999999999914e-05,0.0003286841051788631,0.21321551095064167
97,1.2863161327438053,-24.072678706418156,0.7583058092900966,-135.89411749058118,1.0143812256241946,72.29616764869007,0.0,0.0,2.8999999999999946e-05,0.0003286841051788631,0.0,0.0,0.18356427275175638
98,1.2862411768333253,-24.051047989218667,0.7579797007740698,-135.89116807685446,1.0144284071619112,72.29706999315906,0.0,0.0,0.0,0.0,0.0,0.0,0.1784930525537107
99,1.2862554054747413,-24.030348751323146,0.7567486856508159,-135.82475273056536,1.0144778010584923,72.29203125982444,0.0,0.0,0.0,0.0,0.0,0.0,0.2118327803951521
100,1.2862630381188451,-24.030295061891227,0.7567342215900252,-135.82334898420794,1.0144781585226468,72.29159530810823,0.0,0.0,0.0,0.0,0.0,0.0,0.21234022385234527
101,1.2863458469325446,-24.02980681158358,0.7566280248209405,-135.81141319081783,1.014479938513246,72.28687870513583,0.0,0.0,0.0,0.0,0.0,0.0,0.2156822317844987
102,1.2863682889408705,-24.040011567780976,0.7566581288279473,-135.82707740944093,1.014472951957625,72.29086071337134,0.0,0.0,0.000657,0.0003286841051788631,0.0,0.0,0.22102485884606263
103,1.2862298217321897,-24.04882218828803,0.7579790707459677,-135.89119593921401,1.0144291365867204,72.29707153536093,4.9e-05,0.0003286841051788631,0.0,0.0,0.0,0.0,0.17680260971413786
